"VelocidadViento","Humedad","Temperatura","DíaFestivo","DíaSemana","DíaNoLaborable","Estación","Clima","Fecha","Año","Mes","Hora","Total"
0,0.77,0.44,0,1,1,4,1,"2012-10-01",1,10,3,7
0.1642,0.88,0.6,0,6,0,3,2,"2012-07-21",1,7,21,167
0.2985,0.44,0.48,0,3,1,2,3,"2012-04-18",1,4,9,269
0.0896,0.47,0.84,0,4,1,3,1,"2012-07-19",1,7,15,299
0.1343,0.7,0.3,0,6,0,4,1,"2011-12-03",0,12,23,90
0.194,0.64,0.16,0,1,1,1,1,"2012-12-31",1,12,5,12
0.2239,0.78,0.58,0,6,0,2,2,"2012-05-05",1,5,21,277
0.3881,0.47,0.22,0,5,1,1,1,"2012-01-13",1,1,9,219
0.0896,0.79,0.68,0,6,0,2,1,"2011-06-11",0,6,4,18
0.3582,0.93,0.34,0,3,1,2,3,"2011-05-04",0,5,7,58
0.1045,0.88,0.48,0,4,1,2,2,"2012-05-03",1,5,9,310
0.1045,0.83,0.6,0,3,1,3,1,"2011-09-14",0,9,7,374
0.1642,0.46,0.28,0,0,0,4,1,"2011-12-18",0,12,17,136
0.2836,0.52,0.82,0,4,1,2,1,"2011-05-26",0,5,14,194
0.1045,0.63,0.14,0,6,0,1,1,"2011-01-15",0,1,6,9
0.1642,0.48,0.94,0,5,1,3,1,"2011-07-22",0,7,12,117
0.194,0.83,0.54,0,0,0,2,2,"2012-05-06",1,5,3,33
0.2239,0.77,0.46,0,0,0,3,1,"2011-09-18",0,9,0,116
0.0896,0.86,0.2,0,1,1,1,2,"2012-01-23",1,1,9,212
0.0896,0.46,0.6,0,0,0,2,1,"2011-05-08",0,5,12,387
0.2985,0.24,0.3,0,2,1,2,1,"2011-03-29",0,3,10,64
0.1045,0.58,0.74,0,0,0,3,1,"2012-06-24",1,6,23,91
0.5522,0.29,0.32,0,6,0,1,1,"2012-02-25",1,2,14,220
0.2537,0.52,0.76,0,5,1,3,2,"2011-08-05",0,8,11,149
0,0.54,0.72,0,1,1,3,2,"2011-06-27",0,6,12,176
0,0.94,0.46,0,3,1,4,3,"2011-11-16",0,11,9,88
0.3284,0.82,0.3,0,1,1,2,3,"2012-04-23",1,4,17,233
0.3582,0.48,0.24,0,1,1,1,1,"2012-01-30",1,1,2,11
0.0896,0.65,0.68,0,0,0,3,3,"2011-07-03",0,7,3,37
0.2239,0.73,0.62,0,2,1,3,1,"2011-08-16",0,8,2,6
0.2239,0.53,0.36,0,0,0,4,1,"2011-10-30",0,10,11,243
0.2537,0.61,0.62,0,1,1,1,1,"2012-03-19",1,3,13,267
0.1343,0.76,0.38,0,0,0,4,2,"2012-12-16",1,12,14,314
0.194,0.83,0.62,0,4,1,4,1,"2011-10-13",0,10,22,118
0.0896,0.94,0.6,0,3,1,4,2,"2011-09-28",0,9,3,10
0.1642,0.83,0.56,0,6,0,4,1,"2012-10-06",1,10,0,199
0,0.82,0.42,0,5,1,4,1,"2011-10-07",0,10,5,31
0.1343,0.78,0.6,0,4,1,2,1,"2012-05-17",1,5,0,85
0.1343,0.62,0.44,0,6,0,2,1,"2011-04-30",0,4,21,181
0.0896,0.89,0.64,0,6,0,3,1,"2011-08-06",0,8,5,11
0.0896,0.77,0.5,0,0,0,1,2,"2012-03-18",1,3,14,526
0.1045,1,0.34,0,5,1,1,3,"2011-03-11",0,3,2,10
0,0.55,0.5,0,5,1,3,2,"2011-09-16",0,9,20,229
0.1045,0.71,0.36,0,6,0,4,1,"2012-11-10",1,11,23,152
0.4179,0.69,0.64,0,1,1,2,2,"2011-04-11",0,4,13,144
0.2537,0.83,0.54,0,6,0,4,1,"2012-10-06",1,10,4,14
0.3582,0.61,0.7,0,2,1,2,1,"2011-04-26",0,4,15,158
0.194,1,0.52,0,6,0,2,3,"2011-05-14",0,5,23,48
0.1045,0.56,0.6,0,4,1,2,1,"2011-06-16",0,6,0,53
0,0.76,0.4,0,3,1,4,2,"2012-10-17",1,10,8,821
0.194,0.54,0.68,0,5,1,3,1,"2011-07-15",0,7,9,213
0.5821,0.58,0.4,0,4,1,2,2,"2011-04-21",0,4,6,79
0.1045,0.93,0.24,0,3,1,1,2,"2011-01-19",0,1,9,110
0.2537,0.87,0.4,0,2,1,2,1,"2011-03-22",0,3,6,61
0,1,0.48,0,4,1,2,1,"2011-05-19",0,5,3,9
0.2985,0.77,0.44,0,6,0,1,2,"2011-03-05",0,3,23,48
0,0.74,0.7,0,4,1,3,1,"2012-08-02",1,8,0,64
0.3582,0.65,0.66,0,1,1,3,1,"2011-08-22",0,8,5,27
0,0.88,0.48,0,4,1,4,3,"2011-10-27",0,10,4,10
0.2985,0.33,0.44,0,3,1,2,1,"2012-04-11",1,4,16,313
0,0.65,0.3,0,4,1,4,2,"2012-12-20",1,12,6,120
0.1343,0.62,0.44,0,2,1,4,1,"2011-11-01",0,11,10,140
0,0.86,0.14,0,0,0,1,1,"2011-01-30",0,1,5,9
0.1045,0.62,0.44,0,5,1,2,1,"2012-04-13",1,4,22,223
0.6119,0.16,0.44,0,6,0,1,1,"2011-02-19",0,2,13,162
0.194,0.55,0.22,0,2,1,1,1,"2011-03-08",0,3,8,263
0,1,0.46,0,1,1,2,2,"2011-04-25",0,4,5,24
0.2836,0.53,0.34,0,5,1,1,1,"2012-03-02",1,3,2,9
0.0896,0.7,0.28,0,0,0,2,1,"2011-04-03",0,4,4,9
0.1045,0.66,0.76,0,6,0,3,1,"2011-07-23",0,7,4,14
0.1642,0.53,0.64,0,0,0,2,1,"2012-06-17",1,6,13,619
0.2537,0.72,0.5,0,0,0,2,1,"2012-03-25",1,3,19,378
0.3582,0.88,0.52,0,6,0,2,3,"2012-03-24",1,3,14,225
0.1343,0.5,0.14,0,6,0,1,1,"2012-01-14",1,1,4,4
0.0896,0.83,0.64,1,1,0,3,1,"2011-07-04",0,7,1,126
0.1642,0.73,0.64,0,0,0,2,1,"2011-06-05",0,6,21,169
0.2985,0.83,0.62,0,4,1,4,3,"2012-09-27",1,9,21,258
0.3582,0.45,0.76,0,0,0,3,1,"2011-08-28",0,8,13,434
0,0.5,0.64,0,6,0,1,1,"2012-03-17",1,3,16,687
0.1343,0.89,0.66,0,0,0,2,1,"2011-05-29",0,5,22,175
0.3582,0.57,0.68,0,2,1,2,1,"2011-05-03",0,5,19,370
0.1045,0.69,0.64,0,3,1,2,3,"2012-05-23",1,5,17,288
0.2537,0.57,0.62,0,0,0,2,1,"2012-05-13",1,5,11,432
0,0.6,0.24,0,4,1,4,1,"2012-11-29",1,11,9,304
0.2239,0.76,0.38,0,0,0,1,2,"2011-01-02",0,1,9,25
0.1343,0.54,0.7,0,2,1,2,1,"2012-05-01",1,5,18,750
0.4627,0.69,0.66,0,6,0,3,2,"2012-08-25",1,8,18,389
0.1642,0.68,0.54,0,5,1,2,1,"2012-04-20",1,4,11,258
0.1343,0.74,0.74,0,1,1,3,2,"2012-07-23",1,7,9,347
0.1642,0.81,0.3,0,3,1,1,3,"2012-02-29",1,2,9,42
0.0896,0.64,0.22,0,2,1,1,1,"2011-01-04",0,1,22,38
0.0896,0.89,0.68,0,1,1,3,2,"2012-07-23",1,7,6,163
0.1343,0.45,0.54,0,6,0,1,1,"2012-01-07",1,1,18,301
0,0.79,0.74,0,5,1,3,1,"2012-06-22",1,6,2,16
0.1343,0.76,0.4,0,3,1,4,1,"2011-11-02",0,11,19,283
0.2836,0.69,0.64,0,2,1,2,2,"2012-05-08",1,5,18,717
0.1343,0.93,0.24,0,0,0,4,2,"2012-12-02",1,12,6,20
0.3881,0.69,0.2,0,6,0,1,2,"2011-01-08",0,1,11,65
0.2985,0.77,0.48,0,2,1,2,1,"2012-06-05",1,6,7,575
0,0.54,0.72,0,2,1,3,1,"2012-07-03",1,7,0,60
0.1343,0.67,0.42,0,6,0,2,1,"2012-05-12",1,5,5,19
0.1642,0.73,0.62,1,1,0,2,1,"2012-05-28",1,5,6,22
0.1642,0.5,0.12,0,3,1,1,1,"2011-02-23",0,2,3,7
0.194,0.56,0.28,0,0,0,1,1,"2012-02-05",1,2,20,54
0.2239,0.37,0.72,0,4,1,3,1,"2011-07-14",0,7,11,151
0.4627,0.41,0.22,0,5,1,1,1,"2011-01-21",0,1,11,64
0.1642,0.7,0.32,0,3,1,4,1,"2011-12-14",0,12,23,52
0.3284,0.59,0.48,0,6,0,1,2,"2011-03-05",0,3,18,155
0.2239,1,0.46,0,3,1,4,3,"2011-12-07",0,12,2,8
0.1642,0.93,0.18,0,2,1,1,2,"2012-01-10",1,1,7,226
0.3284,0.46,0.14,0,4,1,1,1,"2011-01-13",0,1,22,34
0.1045,0.89,0.66,0,2,1,4,2,"2011-09-27",0,9,11,129
0,0.68,0.12,0,5,1,1,1,"2011-01-14",0,1,8,165
0.2537,0.87,0.28,0,2,1,4,3,"2012-11-27",1,11,13,81
0.3881,0.69,0.6,0,1,1,4,3,"2012-10-15",1,10,9,367
0.1343,0.88,0.52,0,4,1,4,2,"2012-10-25",1,10,3,12
0.1045,0.83,0.66,0,1,1,4,1,"2011-09-26",0,9,18,554
0.1642,0.4,0.74,0,3,1,3,1,"2012-07-25",1,7,20,570
0.1642,0.45,0.54,0,5,1,3,2,"2011-09-16",0,9,14,229
0.2537,0.88,0.6,0,3,1,4,1,"2011-09-28",0,9,2,14
0.1343,0.63,0.46,0,2,1,4,1,"2011-11-08",0,11,11,155
0.2537,0.82,0.38,0,5,1,1,1,"2011-12-23",0,12,6,46
0.2537,0.93,0.26,0,6,0,4,2,"2012-12-01",1,12,9,198
0.1045,0.88,0.56,0,5,1,4,3,"2012-09-28",1,9,4,15
0,0.69,0.66,0,5,1,3,2,"2012-08-24",1,8,0,117
0.2537,0.37,0.56,0,0,0,4,1,"2012-10-21",1,10,13,631
0.0896,0.44,0.2,0,3,1,1,1,"2011-02-16",0,2,1,12
0.2239,0.65,0.78,0,6,0,3,1,"2012-08-04",1,8,9,281
0.1343,0.49,0.84,0,5,1,3,1,"2012-06-22",1,6,12,258
0.0896,0.48,0.74,0,3,1,3,1,"2011-08-17",0,8,9,214
0.2239,0.74,0.7,0,4,1,3,1,"2011-06-23",0,6,20,357
0,0.77,0.44,0,3,1,4,1,"2011-11-09",0,11,20,221
0.194,0.55,0.18,0,1,1,1,1,"2012-12-31",1,12,0,40
0.1642,0.6,0.26,0,1,1,1,2,"2012-12-24",1,12,11,129
0.1343,0.58,0.7,0,0,0,3,1,"2012-08-12",1,8,22,186
0,0.88,0.46,0,5,1,1,1,"2012-03-16",1,3,20,237
0.1343,0.62,0.44,0,6,0,4,1,"2012-10-06",1,10,22,187
0.194,0.61,0.66,0,1,1,2,1,"2011-05-02",0,5,15,161
0,0.25,0.34,0,3,1,1,1,"2011-02-23",0,2,16,98
0.1045,0.33,0.8,0,4,1,3,1,"2012-08-16",1,8,12,351
0.2239,0.46,0.36,0,5,1,1,1,"2012-02-03",1,2,14,174
0.2239,0.72,0.5,0,5,1,4,1,"2011-12-16",0,12,1,38
0.194,0.65,0.3,1,2,0,1,2,"2012-12-25",1,12,21,39
0,0.82,0.5,0,4,1,4,3,"2011-10-27",0,10,6,53
0.1343,0.83,0.68,0,2,1,3,1,"2012-08-07",1,8,4,13
0.3284,0.45,0.52,0,2,1,4,2,"2012-10-16",1,10,12,327
0.0896,0.78,0.62,0,3,1,3,1,"2011-09-14",0,9,0,35
0.194,0.4,0.38,0,1,1,1,1,"2011-03-14",0,3,17,276
0.194,0.73,0.56,0,1,1,3,2,"2011-09-19",0,9,23,72
0.1642,0.42,0.52,0,0,0,4,1,"2012-09-23",1,9,20,255
0,0.94,0.44,0,5,1,1,2,"2012-03-16",1,3,22,149
0.1045,0.74,0.72,0,0,0,3,1,"2012-07-15",1,7,22,134
0.1642,0.52,0.3,0,4,1,1,1,"2011-12-29",0,12,16,183
0.194,0.3,0.74,0,4,1,2,1,"2012-05-31",1,5,18,791
0.1343,0.83,0.66,0,2,1,3,1,"2012-07-24",1,7,6,196
0.2985,1,0.34,0,0,0,1,3,"2011-03-06",0,3,17,26
0,0.61,0.28,0,3,1,4,1,"2012-11-14",1,11,22,176
0.2836,0.66,0.42,1,1,0,4,2,"2012-10-08",1,10,18,461
0.2537,0.59,0.78,0,2,1,3,1,"2011-06-21",0,6,15,172
0.1642,0.65,0.7,0,0,0,2,1,"2012-06-10",1,6,22,163
0.1045,0.56,0.26,0,1,1,1,2,"2012-01-09",1,1,13,85
0,0.88,0.56,0,5,1,2,1,"2012-05-04",1,5,8,623
0.5821,0.36,0.28,0,0,0,1,1,"2012-12-30",1,12,12,148
0.2239,0.78,0.66,0,4,1,3,1,"2012-09-06",1,9,20,409
0.2239,0.41,0.8,0,2,1,3,1,"2011-08-16",0,8,16,310
0.1642,0.71,0.36,0,5,1,4,2,"2012-12-07",1,12,14,217
0.2985,0.69,0.66,0,3,1,3,1,"2011-06-29",0,6,6,117
0.4627,0.62,0.4,0,3,1,4,2,"2011-11-23",0,11,16,176
0.2239,0.66,0.38,0,5,1,2,3,"2011-04-08",0,4,12,88
0,0.66,0.74,0,0,0,3,1,"2011-07-31",0,7,3,51
0.1642,0.74,0.7,0,2,1,3,1,"2012-07-24",1,7,7,520
0.2239,0.87,0.34,0,3,1,2,2,"2011-03-23",0,3,12,89
0.2239,0.5,0.66,0,2,1,3,1,"2011-08-23",0,8,19,371
0.1045,0.77,0.54,0,6,0,2,1,"2012-03-24",1,3,3,34
0,0.87,0.4,0,4,1,1,3,"2011-12-22",0,12,23,16
0.1045,0.61,0.7,0,4,1,3,1,"2012-08-23",1,8,20,479
0.194,0.54,0.7,0,5,1,3,2,"2012-09-14",1,9,12,411
0.2836,0.54,0.7,0,4,1,3,1,"2012-08-09",1,8,20,480
0.4179,0.38,0.62,0,1,1,1,2,"2012-03-12",1,3,17,649
0,0.87,0.26,0,0,0,4,1,"2011-10-30",0,10,23,41
0.1045,0.93,0.32,0,5,1,2,3,"2011-04-22",0,4,23,21
0.194,0.88,0.46,0,2,1,2,1,"2011-03-22",0,3,0,13
0.194,0.77,0.42,0,5,1,1,2,"2011-02-18",0,2,8,278
0.2537,0.93,0.24,0,4,1,2,3,"2011-03-31",0,3,7,96
0.5522,0.42,0.32,1,5,0,4,1,"2011-11-11",0,11,10,207
0.1045,0.65,0.62,0,4,1,3,1,"2012-09-13",1,9,21,317
0.2537,0.41,0.8,0,3,1,3,1,"2012-07-11",1,7,15,279
0.2985,0.46,0.38,0,2,1,1,2,"2011-03-15",0,3,14,89
0.2239,0.87,0.24,0,6,0,1,3,"2012-02-11",1,2,4,11
0.194,0.93,0.28,0,4,1,2,3,"2011-03-31",0,3,12,92
0.194,0.55,0.22,0,0,0,4,1,"2011-12-11",0,12,19,107
0.3582,0.35,0.24,0,2,1,2,1,"2011-03-29",0,3,8,288
0.0896,0.72,0.44,0,0,0,4,1,"2012-09-30",1,9,6,27
0.2836,0.34,0.68,0,6,0,3,2,"2012-09-15",1,9,15,658
0.2836,0.56,0.26,0,0,0,1,2,"2012-12-30",1,12,2,23
0.2239,0.94,0.52,0,2,1,1,3,"2012-03-20",1,3,7,178
0.194,0.53,0.58,0,5,1,2,1,"2012-04-20",1,4,12,366
0.194,0.89,0.64,0,3,1,2,3,"2012-05-30",1,5,1,9
0.1045,0.54,0.66,0,3,1,3,1,"2012-08-29",1,8,21,319
0.0896,1,0.36,0,0,0,4,3,"2012-12-09",1,12,20,111
0,0.74,0.66,0,2,1,3,1,"2011-08-02",0,8,0,34
0.2239,0.43,0.36,0,6,0,1,1,"2011-02-26",0,2,17,183
0,0.77,0.54,0,5,1,3,1,"2012-09-14",1,9,3,19
0.4627,0.39,0.34,0,3,1,1,1,"2011-12-28",0,12,13,164
0.2239,0.4,0.74,0,5,1,3,1,"2011-06-24",0,6,19,386
0.0896,0.6,0.58,0,5,1,2,1,"2012-06-08",1,6,8,705
0.0896,0.8,0.22,0,5,1,4,1,"2011-12-09",0,12,6,70
0.1343,0.64,0.54,0,2,1,2,2,"2011-04-19",0,4,18,421
0.194,0.36,0.46,0,6,0,4,1,"2012-10-13",1,10,13,672
0.3881,0.23,0.46,0,6,0,2,1,"2012-04-07",1,4,12,595
0.2239,0.89,0.64,0,4,1,3,2,"2011-09-22",0,9,10,124
0.1045,0.56,0.82,0,0,0,3,1,"2012-07-08",1,7,1,126
0.1642,0.46,0.36,0,3,1,1,1,"2012-02-15",1,2,20,214
0,0.36,0.8,0,6,0,3,1,"2011-07-02",0,7,10,274
0.0896,0.83,0.58,0,2,1,3,1,"2011-09-13",0,9,7,366
0.2836,0.37,0.7,0,4,1,2,1,"2012-06-07",1,6,13,316
0.0896,0.6,0.22,0,1,1,1,2,"2012-03-05",1,3,9,198
0.194,0.7,0.24,0,6,0,4,1,"2012-11-17",1,11,4,8
0,0.35,0.44,1,4,0,4,1,"2012-11-22",1,11,12,268
0.1343,0.79,0.72,0,4,1,2,2,"2011-06-09",0,6,7,315
0.1642,0.29,0.8,0,6,0,2,1,"2012-06-09",1,6,19,366
0,0.73,0.62,0,4,1,3,1,"2012-08-30",1,8,4,10
0.194,0.66,0.76,0,0,0,3,1,"2011-09-04",0,9,18,357
0.1343,0.45,0.72,0,0,0,3,1,"2011-06-26",0,6,11,353
0.2239,0.94,0.54,0,2,1,3,3,"2011-09-20",0,9,9,75
0.1343,0.94,0.46,0,3,1,4,3,"2011-11-16",0,11,13,66
0.3284,0.78,0.6,0,1,1,4,1,"2012-10-15",1,10,15,264
0.2239,0.65,0.7,0,6,0,2,1,"2011-05-28",0,5,10,280
0,0.26,0.96,0,6,0,3,1,"2012-07-07",1,7,15,308
0.3284,0.76,0.38,0,3,1,1,1,"2011-02-02",0,2,15,80
0.2836,0.82,0.5,0,2,1,2,2,"2011-04-12",0,4,14,51
0.0896,0.46,0.62,0,2,1,4,2,"2012-10-23",1,10,12,383
0.1045,0.57,0.32,1,1,0,1,2,"2011-02-21",0,2,11,96
0.1045,0.69,0.64,0,1,1,3,1,"2012-08-13",1,8,5,36
0.2239,0.74,0.74,0,2,1,3,1,"2012-08-14",1,8,20,443
0.2239,0.49,0.8,0,1,1,3,1,"2012-08-06",1,8,13,294
0.0896,0.77,0.5,0,3,1,3,1,"2012-09-12",1,9,3,12
0.1642,0.7,0.32,0,4,1,4,1,"2011-12-15",0,12,0,58
0.194,0.71,0.34,0,4,1,4,2,"2012-12-20",1,12,18,388
0.1343,0.66,0.34,0,0,0,4,1,"2011-11-13",0,11,6,29
0.2836,0.36,0.84,0,0,0,2,1,"2012-06-10",1,6,16,513
0.1045,0.77,0.5,0,0,0,1,1,"2012-03-18",1,3,22,102
0.1045,0.74,0.66,0,5,1,3,2,"2011-09-02",0,9,11,198
0.2537,0.94,0.54,0,2,1,2,3,"2011-05-17",0,5,3,8
0.2537,0.76,0.34,0,3,1,1,2,"2011-03-09",0,3,18,191
0,0.83,0.62,0,4,1,3,1,"2012-08-23",1,8,1,28
0.4179,1,0.48,0,3,1,4,3,"2011-12-07",0,12,6,19
0,0.35,0.62,0,6,0,4,1,"2011-10-08",0,10,12,449
0.2239,0.36,0.46,0,5,1,4,1,"2012-11-09",1,11,15,359
0.2985,0.83,0.62,0,4,1,2,2,"2011-04-28",0,4,13,123
0.1045,0.78,0.6,0,5,1,2,1,"2012-05-04",1,5,1,50
0.1343,0.61,0.66,0,5,1,3,1,"2012-08-17",1,8,2,23
0.2537,0.58,0.7,0,3,1,3,2,"2012-07-11",1,7,23,158
0.1045,0.92,0.2,0,1,1,1,2,"2012-01-09",1,1,22,68
0.2239,0.39,0.54,0,6,0,2,1,"2011-04-30",0,4,14,456
0,0.87,0.36,0,4,1,1,1,"2011-12-22",0,12,6,68
0.2537,0.62,0.4,0,0,0,4,1,"2011-11-20",0,11,1,90
0.1642,0.88,0.5,0,4,1,2,1,"2012-04-26",1,4,23,113
0,0.29,0.76,0,5,1,3,1,"2011-08-12",0,8,11,160
0.2537,0.61,0.66,0,4,1,3,1,"2011-07-14",0,7,1,26
0.6119,0.88,0.44,0,1,1,1,3,"2011-02-28",0,2,20,50
0.2239,0.59,0.5,0,0,0,2,2,"2012-04-01",1,4,20,239
0,0.88,0.48,0,6,0,4,1,"2011-10-08",0,10,23,150
0.194,0.31,0.8,0,3,1,3,1,"2011-06-29",0,6,14,189
0.1045,0.81,0.36,0,3,1,4,1,"2012-10-17",1,10,7,467
0.3881,0.44,0.64,0,1,1,3,1,"2012-09-10",1,9,12,334
0.194,0.82,0.38,0,6,0,4,2,"2011-10-01",0,10,19,133
0.2537,0.57,0.32,0,3,1,1,1,"2011-12-28",0,12,6,47
0.2985,0.73,0.56,0,3,1,4,1,"2012-09-26",1,9,8,840
0,0.49,0.84,0,4,1,2,1,"2011-06-09",0,6,9,172
0,0.44,0.64,0,2,1,4,2,"2012-10-23",1,10,13,310
0.1045,0.78,0.64,0,4,1,2,2,"2012-05-24",1,5,22,250
0.1642,0.77,0.5,0,1,1,3,2,"2011-09-19",0,9,4,15
0.2239,0.93,0.28,0,4,1,2,2,"2011-03-24",0,3,5,14
0,0.86,0.2,0,1,1,1,1,"2011-02-07",0,2,5,12
0.4925,0.32,0.72,0,3,1,2,1,"2012-06-13",1,6,15,284
0.0896,0.77,0.54,0,1,1,4,3,"2012-10-01",1,10,22,208
0.194,0.46,0.82,0,4,1,3,1,"2012-08-02",1,8,16,410
0.3582,0.42,0.12,0,0,0,1,1,"2012-02-12",1,2,10,96
0.2239,0.61,0.66,0,3,1,3,3,"2012-08-22",1,8,18,687
0.1642,0.93,0.3,0,5,1,2,3,"2011-04-22",0,4,21,33
0,1,0.6,0,3,1,4,2,"2012-10-03",1,10,4,14
0,0.53,0.62,0,5,1,2,1,"2011-05-20",0,5,17,557
0.2537,0.24,0.28,0,2,1,1,1,"2011-02-15",0,2,12,76
0.3284,0.82,0.38,0,6,0,4,3,"2011-10-01",0,10,11,136
0.1343,0.93,0.22,0,6,0,1,3,"2012-02-11",1,2,8,79
0,0.87,0.4,0,4,1,4,1,"2011-11-10",0,11,0,30
0.1343,0.75,0.22,1,4,0,4,1,"2012-11-22",1,11,7,56
0.194,0.8,0.16,0,0,0,1,2,"2012-01-22",1,1,16,160
0.0896,0.21,0.36,0,6,0,1,1,"2012-03-10",1,3,18,304
0.1045,0.6,0.56,0,2,1,3,1,"2012-09-11",1,9,21,313
0.3284,0.46,0.38,0,2,1,1,2,"2011-03-15",0,3,16,120
0.1642,0.55,0.8,0,6,0,3,1,"2012-07-14",1,7,15,563
0.194,0.51,0.72,0,3,1,2,1,"2012-05-16",1,5,17,879
0.0896,0.69,0.62,0,0,0,2,1,"2012-06-10",1,6,5,13
0.0896,0.93,0.24,0,3,1,1,2,"2011-02-02",0,2,9,123
0.3881,0.88,0.44,0,5,1,1,3,"2012-12-21",1,12,1,15
0.3881,0.42,0.5,0,4,1,2,1,"2011-04-21",0,4,2,15
0.194,0.4,0.74,0,6,0,2,1,"2012-06-09",1,6,21,320
0.2537,0.45,0.72,0,6,0,3,1,"2011-06-25",0,6,18,309
0.2239,0.47,0.2,0,6,0,1,1,"2012-01-14",1,1,19,104
0.0896,0.38,0.62,0,6,0,2,1,"2012-05-19",1,5,11,591
0.194,0.47,0.44,0,3,1,1,2,"2012-02-22",1,2,20,276
0.4478,0.44,0.2,0,4,1,1,2,"2011-01-13",0,1,11,43
0.194,0.72,0.52,0,0,0,2,2,"2011-04-10",0,4,17,241
0.2537,0.52,0.8,0,3,1,3,2,"2012-08-08",1,8,14,243
0.2537,0.88,0.54,0,3,1,2,2,"2011-05-18",0,5,1,16
0.2985,0.7,0.26,1,1,0,1,3,"2012-01-16",1,1,23,31
0.4478,0.39,0.3,0,6,0,1,1,"2012-12-22",1,12,16,149
0.1343,0.65,0.7,0,2,1,2,1,"2011-06-07",0,6,22,160
0.4179,0.68,0.54,0,2,1,2,1,"2012-06-05",1,6,0,38
0.2985,0.56,0.26,0,2,1,4,1,"2012-11-13",1,11,23,85
0,0.37,0.36,0,0,0,2,1,"2012-04-08",1,4,6,30
0.2985,0.62,0.72,0,5,1,2,2,"2011-05-27",0,5,18,404
0.194,0.61,0.34,0,1,1,1,1,"2012-03-12",1,3,4,5
0.1642,0.53,0.34,0,3,1,1,1,"2012-02-15",1,2,21,183
0.6119,0.39,0.32,0,6,0,4,1,"2012-11-24",1,11,2,35
0,0.6,0.26,0,4,1,4,1,"2012-12-13",1,12,23,123
0.3582,0.4,0.86,0,6,0,3,1,"2012-08-04",1,8,12,551
0,0.62,0.4,0,1,1,4,1,"2012-10-22",1,10,0,33
0.2239,0.72,0.5,0,2,1,4,2,"2012-10-09",1,10,18,786
0.1045,0.65,0.66,0,1,1,3,1,"2012-08-13",1,8,0,54
0.2836,0.66,0.76,0,6,0,3,1,"2012-08-04",1,8,22,277
0,0.94,0.56,0,2,1,3,1,"2011-09-20",0,9,22,156
0.2239,0.46,0.62,0,1,1,2,1,"2011-06-13",0,6,22,134
0.3881,0.56,0.26,0,4,1,1,1,"2011-01-20",0,1,0,17
0.194,0.49,0.3,0,0,0,1,2,"2012-02-19",1,2,15,255
0.1045,0.87,0.3,0,2,1,4,2,"2012-10-30",1,10,21,67
0.1642,0.47,0.16,0,6,0,1,1,"2012-01-14",1,1,2,45
0,0.62,0.76,0,5,1,3,2,"2011-08-26",0,8,11,219
0.2239,0.53,0.32,0,2,1,4,1,"2012-12-11",1,12,18,550
0.194,0.74,0.7,0,1,1,3,2,"2012-07-16",1,7,1,12
0.2239,0.61,0.34,0,5,1,4,3,"2011-10-28",0,10,20,147
0.2985,0.94,0.4,0,2,1,2,2,"2011-04-12",0,4,22,58
0,1,0.26,0,5,1,1,2,"2012-02-17",1,2,9,286
0.1045,0.66,0.4,0,1,1,4,2,"2011-10-03",0,10,10,104
0.3881,0.41,0.26,0,6,0,4,1,"2012-11-24",1,11,17,133
0.1343,0.83,0.66,0,6,0,3,2,"2011-07-09",0,7,0,121
0.1343,1,0.42,0,2,1,2,1,"2011-03-22",0,3,1,24
0.1343,0.59,0.52,0,0,0,2,2,"2012-04-15",1,4,3,50
0.3881,0.62,0.4,0,5,1,2,2,"2011-04-08",0,4,11,103
0.1045,0.83,0.58,0,2,1,3,1,"2011-09-13",0,9,1,12
0.194,1,0.44,0,3,1,4,3,"2011-12-07",0,12,14,29
0.194,0.94,0.6,0,3,1,4,2,"2012-10-03",1,10,7,516
0.1045,0.35,0.78,0,0,0,3,1,"2012-08-12",1,8,18,493
0.1642,0.51,0.72,0,3,1,2,1,"2012-05-30",1,5,16,402
0,0.7,0.74,0,4,1,3,1,"2012-06-21",1,6,8,596
0.2985,0.35,0.92,1,3,0,3,1,"2012-07-04",1,7,15,459
0.0896,0.66,0.72,0,2,1,3,1,"2012-08-14",1,8,22,192
0.2836,0.7,0.74,0,0,0,3,1,"2012-08-05",1,8,0,156
0.2985,0.51,0.74,0,2,1,3,1,"2011-09-13",0,9,15,180
0,0.49,0.8,0,5,1,3,1,"2011-08-19",0,8,16,331
0.2537,0.66,0.36,0,0,0,4,2,"2012-11-18",1,11,22,82
0,0.67,0.44,1,5,0,2,1,"2011-04-15",0,4,0,31
0.2836,0.52,0.76,0,3,1,3,1,"2011-09-14",0,9,16,285
0.2836,0.78,0.62,0,2,1,2,1,"2011-04-26",0,4,21,202
0.5224,0.58,0.76,0,5,1,3,1,"2011-08-19",0,8,18,426
0.2239,0.88,0.56,0,6,0,2,2,"2011-05-14",0,5,18,309
0,0.69,0.66,0,4,1,3,1,"2012-08-16",1,8,0,79
0.1343,0.83,0.66,0,5,1,3,1,"2011-06-24",0,6,6,95
0.194,0.73,0.58,0,5,1,4,2,"2012-10-26",1,10,12,395
0.194,0.57,0.36,0,4,1,1,1,"2011-02-17",0,2,9,182
