ID,Longitude,Latitude,CoastDist,MAT,Precip,JuMin,JuMax,JuMean,JaMin,JaMax,JaMean,TempR,GS32,GS28,PE,ET,Elevation,Texture,AWCAvg,Permeab,PM100,PM200,PM300,PM400,PM500,PM600,SolRad6,SolRad12,SolRad,QUDO,QUDO_BA
600,-120.9319,35.65268,19.423,13.7,829.23376,9.55556,30.83333,20.19444,0.33888,13.88889,7.11389,13.08056,258.29999,310.70001,635,199.39,381,3,119.126,4,0,0,0,0,0,3,27.7169,6.6669,6298.56885,0,0
601,-120.9576,35.65212,17.456,13.33333,931.44342,9.57778,29.44444,19.51111,0.46111,13.33333,6.89722,12.61389,266.60001,315.60001,614.172,203.2,350.51999,3,101.346,1,0,0,0,0,0,1,25.7175,2.8167,4963.8418,0,0
602,-120.9465,35.63143,16.749,13.33333,1070.94019,9.5,29.44444,19.47222,0.63333,13.33333,6.98333,12.48889,266.60001,314.20001,617.98199,203.2,533.40002,3,101.346,1,0,2,0,0,0,0,28.0288,5.3157,6031.1709,1,51
603,-120.9756,35.59619,12.046,12.5,892.32739,9.65,26.66667,18.15833,1.11111,12.22222,6.66667,11.49167,287.5,325,614.42603,254,548.64001,4,137.668,1,0,1,0,0,0,0,27.2212,3.9255,5537.95313,1,5
604,-120.9381,35.64597,18.531,13.7,909.90424,9.55556,30.83333,20.19444,0.33888,13.88889,7.11389,13.08056,258.29999,310.70001,635,199.39,426.72,2,101.346,1,0,0,0,0,0,2,27.0346,5.7984,5958.58594,0,0
605,-120.9479,35.6359,17.035,13.33333,1040.68884,9.5,29.44444,19.47222,0.61666,13.88889,7.25278,12.21944,266.60001,312.5,626.36401,203.2,426.72,4,101.346,1,0,0,0,0,0,2,26.893,3.9295,5480.125,1,74
606,-120.9194,35.61185,17.317,13.33333,1064.48865,9.42222,29.44444,19.43333,0.55555,13.47222,7.01389,12.41944,275,310,598.67798,203.2,396.23999,2,101.346,1,0,0,0,4,0,0,28.0499,9.6619,7085.33789,0,0
607,-120.8631,35.66275,23.991,14.72222,602.00543,11.11111,32.91667,22.01389,0.12222,15.55556,7.83889,14.175,245,300,609.59998,187.452,487.67999,4,137.668,1,0,0,0,0,0,2,27.0522,3.9125,5504.03809,1,19
608,-120.9013,35.63814,20.979,13.88889,798.60138,9.46111,31.29445,20.37778,0.36666,14.44444,7.40556,12.97222,256.20001,308.29999,609.59998,195.326,381,3,119.126,3,0,0,0,0,0,3,26.9114,5.7828,5933.47607,0,0
609,-120.8694,35.6387,21.209,14.07222,700.68439,9.38889,32.22222,20.80556,0.24444,15,7.62222,13.18333,250,300,609.59998,195.326,426.72,2,119.126,4,0,0,0,0,0,2,28.175,13.8587,8094.95508,0,0
610,-120.8527,35.61689,19.172,14.07222,771.9314,9.31667,31.29445,20.30556,0,14.72222,7.36111,12.94444,250,291.60001,587.75598,183.642,472.44,3,119.126,1,0,0,0,0,0,3,28.8105,12.7789,7949.37598,0,0
611,-120.8555,35.5934,16.604,13.7,887.85706,9.19444,30.36667,19.78056,0,13.88889,6.94444,12.83611,250,300,571.5,186.18201,487.67999,3,101.346,1,0,0,0,0,0,3,28.0122,6.752,6369.896,1,2
612,-120.9034,35.65604,22.428,14.07222,700.30341,11.11111,32.22222,21.66667,0.20555,15,7.60278,14.06389,250,304.10001,622.29999,194.81799,396.23999,4,137.668,1,0,0,0,0,0,2,28.9525,10.5374,7449.95996,0,0
613,-120.8472,35.64093,21.882,14.44444,646.04901,11.11111,32.22222,21.66667,0.12222,15,7.56111,14.10556,245,291.60001,609.59998,191.51601,457.20001,2,119.126,3,0,0,0,0,0,2,27.823,5.2991,5990.8252,0,0
614,-120.9111,35.63646,20.156,13.7,854.91321,9.47778,30.83333,20.15556,0.48888,13.88889,7.18889,12.96667,258.29999,310.70001,618.99799,198.882,335.28,4,101.346,1,0,0,0,0,0,2,27.3768,13.0424,7767.80078,0,0
615,-120.8916,35.62416,19.423,13.7,852.90656,9.40556,30.83333,20.11944,0.31666,14.44444,7.38056,12.73889,258.29999,305,609.59998,199.39,365.76001,2,119.126,3,0,0,0,0,0,2,25.7633,2.8183,4972.74121,0,0
616,-120.8444,35.61633,19.298,14.07222,755.49756,9.24444,32.22222,20.73333,-0.12777,15,7.43611,13.29722,245,287.5,609.59998,192.278,426.72,4,119.126,1,0,0,0,0,0,3,28.5938,9.7963,7207.2959,0,0
617,-120.7743,35.65939,26.114,15.11111,477.92639,10.05556,32.58333,21.31944,0.18333,15.55556,7.86944,13.45,230,270,624.84003,179.832,518.15997,5,119.126,1,0,0,0,0,0,2,28.0229,6.7432,6369.23096,1,20
618,-120.8076,35.6057,19.423,14.16667,694.10577,9.17222,32.22222,20.69722,-0.25,15,7.375,13.32222,237.5,275,574.802,192.278,426.72,3,119.126,1,0,0,0,0,0,3,28.4409,7.7228,6685.05908,0,0
619,-120.7576,35.59563,20.979,14.44444,541.75659,9.41111,32.33889,20.875,-0.16111,15.55556,7.69722,13.17778,216.60001,250,561.84802,185.166,396.23999,4,119.126,1,0,0,0,0,0,3,28.9592,10.8707,7529.25586,0,0
620,-120.7694,35.59563,20.395,14.25556,577.64679,9.35556,32.33333,20.84444,0,15.22222,7.61111,13.23333,225,258.29999,561.84802,188.722,396.23999,2,119.126,1,0,0,0,0,0,3,28.9509,10.5652,7455.65088,0,0
621,-120.7534,35.58948,20.631,14.21667,537.00677,9.27778,32.33333,20.80556,-0.32222,15.27778,7.47778,13.32778,216.60001,250,563.88,187.452,396.23999,2,119.126,1,0,0,0,0,0,3,27.7028,6.6997,6303.69482,0,0
622,-120.7555,35.66554,27.556,15.11111,422.65598,10.19444,32.7,21.44722,0.27777,15.55556,7.91667,13.53056,225,266.60001,624.84003,177.8,533.40002,3,119.126,3,0,0,0,0,0,3,28.0251,5.3026,6027.32813,1,3
623,-120.7548,35.63758,24.978,15,477.79941,9.93333,32.58333,21.25833,0.1,15.55556,7.82778,13.43056,225,262.5,599.948,181.356,457.20001,3,119.126,4,0,0,0,0,0,3,26.9747,3.9247,5493.48096,0,0
624,-120.8229,35.63422,21.771,14.66667,631.698,11.11111,32.33889,21.725,0,15.55556,7.77778,13.94722,240,275,595.63,187.452,563.88,3,119.126,4,0,0,0,0,0,2,27.2551,3.9112,5540.09912,0,0
625,-120.7784,35.62975,23.066,14.76111,550.87518,9.70556,32.46111,21.08333,0,15.55556,7.77778,13.30556,231.2,262.5,590.54999,185.166,518.15997,2,119.126,3,0,0,0,0,0,3,27.8384,13.4746,7937.10596,0,0
626,-120.8006,35.61241,20.395,14.25556,646.65857,9.50556,32.33333,20.91945,0,15.22222,7.61111,13.30833,231.2,266.60001,571.5,188.722,487.67999,3,119.126,1,0,0,0,0,0,3,27.9086,5.3152,6009.89209,0,0
627,-120.825,35.59563,17.731,14.16667,788.59381,9.17222,32.22222,20.69722,-0.32222,15,7.33889,13.35833,241.60001,275,565.91199,175.76801,381,3,119.126,3,0,0,0,0,0,3,26.774,3.9487,5464.04785,0,0
628,-120.784,35.58612,18.79,14.16667,655.19299,9.23889,32.22222,20.73056,-0.49444,15.13889,7.32222,13.40833,225,258.29999,552.45001,188.722,426.72,3,119.126,3,0,0,0,0,0,3,28.2218,12.6285,7811.58008,0,0
629,-120.8145,35.65044,23.788,14.72222,573.10022,11.11111,32.45,21.78056,0.08888,15.55556,7.82222,13.95833,237.5,275,609.59998,185.166,548.64001,4,119.126,1,0,0,0,0,0,2,26.2349,2.7421,5036.83496,1,92
630,-120.8284,35.64429,22.749,14.44444,608.83801,11.11111,32.5,21.80556,0,15.55556,7.77778,14.02778,241.60001,287.5,609.59998,188.722,518.15997,4,119.126,1,0,0,0,0,0,2,27.7568,9.6863,7039.93604,1,23
631,-120.7666,35.64429,24.978,14.81111,496.84943,9.82222,32.46111,21.14167,0.1,15.55556,7.82778,13.31389,230,268.70001,599.948,181.356,487.67999,2,119.126,1,0,0,0,0,0,3,28.009,6.7323,6364.50488,1,21
632,-120.8027,35.62192,21.209,14.44444,623.67163,9.59444,32.33889,20.96667,0,15.55556,7.77778,13.18889,237.5,266.60001,580.89801,188.722,487.67999,3,119.126,1,0,0,0,0,0,3,27.6766,9.6539,7018.96387,0,0
633,-120.7888,35.6057,20.276,14.25556,624.38281,9.50556,32.33333,20.91945,0,15.22222,7.61111,13.30833,231.2,266.60001,571.5,188.722,457.20001,3,119.126,1,0,0,0,0,0,3,29.0404,9.1623,7136.68311,0,0
634,-120.9291,35.55313,10.774,12.68889,822.93457,9.5,25.27778,17.38889,2.22222,12.77778,7.5,9.88889,300,325,609.59998,270.76401,274.32001,3,137.668,1,0,0,0,4,0,0,25.7174,5.0281,5526.95313,0,0
635,-120.8645,35.5302,9.586,12.82778,914.37463,9.12222,28.05556,18.58889,0,13.65,6.825,11.76389,275,312.5,563.88,228.60001,426.72,3,101.346,3,0,0,0,4,0,0,28.9513,8.8445,7045.22119,0,0
636,-120.8493,35.52293,9.586,12.86111,874.11566,9.12222,26.66667,17.89444,0.55555,13.65,7.10278,10.79167,275,312.5,571.5,228.60001,487.67999,3,101.346,3,0,0,0,0,0,2,27.1357,5.864,5990.40381,0,0
637,-120.8659,35.50727,7.294,12.92222,701.01465,9.47778,26.66667,18.07222,1.11111,13.65,7.38056,10.69167,300,316.60001,571.5,254,213.36,4,137.668,1,0,0,0,4,0,0,27.0379,12.8008,7658.68506,0,0
638,-120.8354,35.50727,8.797,12.92222,746.07416,9.20556,28.05556,18.63056,0,13.88889,6.94444,11.68611,275,312.5,552.45001,228.60001,457.20001,3,137.668,3,0,0,0,0,0,2,26.2127,5.091,5628.72607,0,0
639,-120.8395,35.57829,15.395,13.61111,896.4422,9.11667,30.36667,19.74167,-0.22222,13.88889,6.83333,12.90833,250,300,558.79999,184.658,457.20001,3,101.346,4,0,0,0,0,0,3,26.0132,2.7958,5012.03516,0,0
640,-120.8659,35.56599,13.377,13.33333,1038.40283,9.12222,29.44444,19.28333,0,13.65,6.825,12.45833,262.5,306.20001,558.79999,197.612,411.48001,3,101.346,1,0,0,0,0,0,2,28.6489,12.6737,7899.22998,0,0
641,-120.8881,35.53859,10.078,12.74444,924.86475,9.34444,26.66667,18.00556,1.11111,13.17222,7.14167,10.86389,287.5,318.70001,584.20001,254,487.67999,3,101.346,3,0,0,0,0,0,1,27.9165,5.3433,6018.16797,0,0
642,-120.868,35.50782,7.294,12.92222,700.37958,9.26667,25.27778,17.27222,1.11111,13.41111,7.26111,10.01111,300,325,590.54999,254,228.60001,4,137.668,1,0,0,0,0,0,3,26.9596,9.3294,6823.70605,0,0
643,-120.843,35.55984,13.377,13.61111,971.37219,9.11667,30.36667,19.74167,-0.22222,13.88889,6.83333,12.90833,258.29999,300,554.98999,187.96001,487.67999,4,119.126,3,0,0,0,0,0,2,28.6456,7.7894,6737.52295,0,0
644,-120.8583,35.55984,13.011,13.33333,1026.54102,9.12222,29.44444,19.28333,0,13.65,6.825,12.45833,262.5,306.20001,558.79999,197.612,426.72,3,101.346,4,0,0,0,0,0,2,26.9037,3.9537,5488.68018,0,0
645,-120.909,35.56431,12.634,12.66111,1024.48364,9.42222,26.66667,18.04445,1.66667,13.05556,7.36111,10.68333,287.5,318.70001,596.90002,254,548.64001,4,101.346,3,0,0,0,4,0,0,27.2257,3.9358,5541.56982,0,0
646,-120.8819,35.55033,11.428,12.72222,1030.09705,9.26667,28.05556,18.66111,0.55555,13.41111,6.98333,11.67778,275,312.5,571.5,203.2,426.72,3,101.346,3,0,0,0,4,0,0,28.4792,7.7444,6698.43018,0,0
647,-120.8694,35.54474,10.996,12.77778,1019.63226,9.26667,26.66667,17.96667,0.55555,13.41111,6.98333,10.98333,275,316.60001,571.5,228.60001,487.67999,2,101.346,4,0,0,0,4,0,0,27.9159,5.341,6017.479,0,0
648,-120.8763,35.53467,9.835,12.80556,937.38696,9.20556,26.66667,17.93611,1.11111,13.41111,7.26111,10.675,287.5,316.60001,578.86603,254,457.20001,3,101.346,4,0,0,0,0,0,2,27.9338,6.7572,6357.72705,0,0
649,-120.8312,35.57885,15.859,13.61111,865.80988,9.11667,30.36667,19.74167,-0.22222,13.88889,6.83333,12.90833,250,300,558.79999,184.658,365.76001,4,101.346,1,0,0,0,0,0,3,27.2883,9.4945,6910.604,0,0
650,-120.7722,35.53243,14.916,13.55556,659.76501,8.88889,30.36667,19.62778,-0.89444,14.72222,6.91389,12.71389,225,275,533.40002,181.356,365.76001,3,119.126,3,0,0,0,0,0,2,27.5811,5.3237,5954.27393,0,0
651,-120.7958,35.52628,12.824,13.33333,750.18903,8.88889,29.44444,19.16667,-0.55555,14.44444,6.94444,12.22222,250,287.5,533.40002,194.81799,335.28,4,101.346,4,0,0,0,0,0,2,26.7949,5.8041,5918.79004,0,0
652,-120.7597,35.52348,15.077,13.33333,615.06097,8.88889,30.83333,19.86111,-1.11111,14.04444,6.46667,13.39444,212.5,262.5,533.40002,177.8,274.32001,3,101.346,4,0,0,0,0,0,2,27.3203,5.3099,5904.95605,0,0
653,-120.8027,35.51398,11.428,12.93889,739.03839,9,29.44444,19.22222,-0.37222,14.12222,6.875,12.34722,250,300,533.40002,203.2,365.76001,3,101.346,4,0,0,0,0,0,2,27.3466,9.5275,6934.18506,0,0
654,-120.7909,35.50335,11.428,13,681.68518,9.05556,29.44444,19.25,-0.37222,14.16667,6.89722,12.35278,250,300,533.40002,203.2,426.72,4,101.346,1,0,0,0,0,0,2,28.9983,9.921,7308.64795,0,0
655,-120.7618,35.57046,18.661,14.16667,583.53961,9.15,32.22222,20.68611,-0.47777,15.22222,7.37222,13.31389,216.60001,250,552.45001,177.8,350.51999,3,119.126,3,0,0,0,0,0,3,26.6933,3.9609,5452.91016,0,0
656,-120.8076,35.53747,13.011,13.33333,842.01001,9.18333,29.44444,19.31389,-0.44444,14.21667,6.88611,12.42778,250,300,533.40002,194.81799,381,3,101.346,1,0,0,0,0,0,3,26.0089,5.0613,5585.87109,0,0
657,-120.827,35.52852,11.214,12.82778,898.44885,9.04444,29.44444,19.24444,-0.22222,13.88889,6.83333,12.41111,262.5,300,552.45001,203.2,411.48001,3,101.346,1,0,0,0,0,0,3,28.1774,12.6222,7802.49707,0,0
658,-120.8034,35.57997,17.176,13.88889,767.53723,9.23889,31.29445,20.26667,-0.55555,14.72222,7.08333,13.18333,237.5,266.60001,546.09998,186.18201,365.76001,4,119.126,1,0,0,0,0,0,2,28.3074,7.6825,6654.3999,0,0
659,-120.7965,35.52964,13.195,13.33333,759.841,8.88889,30.36667,19.62778,-0.67222,14.55556,6.94167,12.68611,250,275,533.40002,188.722,381,3,101.346,1,0,0,0,0,0,2,27.5003,13.2121,7832.08105,0,0
660,-120.7666,35.57941,19.046,14,591.71838,9.12222,31.66667,20.39444,-0.63888,15.13889,7.25,13.14444,225,258.29999,548.64001,182.118,335.28,2,119.126,1,0,0,0,0,0,3,28.3419,9.6851,7139.56396,0,0
661,-120.752,35.55313,17.731,13.88889,565.78497,8.88889,31.66667,20.27778,-0.92777,15.22222,7.14722,13.13056,212.5,258.29999,533.40002,177.8,304.79999,4,119.126,1,0,0,0,0,0,3,28.1342,7.6425,6615.33301,0,0
662,-120.8263,35.55536,13.734,13.55556,918.71796,9.03889,30.36667,19.70278,-0.44444,14.30556,6.93056,12.77222,250,275,548.64001,193.03999,426.72,3,119.126,3,0,0,0,0,0,2,26.128,5.0672,5607.96387,0,0
663,-120.7895,35.54697,14.916,13.55556,745.82025,9.03333,30.36667,19.7,-0.67222,14.55556,6.94167,12.75833,237.5,275,533.40002,192.024,335.28,2,119.126,3,0,0,0,0,0,2,26.7271,5.7939,5902.74121,0,0
664,-120.8062,35.53914,13.195,13.33333,836.04102,8.96667,30.13889,19.55278,-0.44444,14.21667,6.88611,12.66667,250,287.5,533.40002,197.612,335.28,3,101.346,3,0,0,0,0,0,2,26.6552,3.9729,5449.35791,0,0
665,-120.7881,35.53747,14.253,13.33333,732.2312,8.88889,30.36667,19.62778,-0.67222,14.55556,6.94167,12.68611,250,275,533.40002,188.722,396.23999,2,119.126,1,0,0,0,0,0,2,28.6066,12.6546,7887.8252,0,0
666,-120.741,35.74111,35.598,15.55556,350.59622,11.38889,33.18333,22.28611,0.51666,15.51667,8.01667,14.26944,210,260,706.37402,160.782,274.32001,5,137.668,1,0,0,0,0,0,3,28.0031,7.5414,6566.604,1,56
667,-120.7327,35.72,33.785,15.55556,357.3526,11.11111,33.06667,22.08889,0.43888,15.55556,7.99722,14.09167,215,262.5,699.51599,164.084,304.79999,3,137.668,1,0,0,0,0,0,3,28.6024,8.6296,6936.479,1,40
668,-120.6983,35.705,34.07,15.55556,328.14258,11.38889,33.06667,22.22778,0.55555,15.55556,8.05556,14.17222,212.5,258.29999,685.79999,164.084,198.12,4,119.126,1,0,0,0,0,0,3,28.4021,10.4827,7348.90723,1,50
669,-120.6935,35.70944,34.703,15.55556,317.27139,11.38889,33.14444,22.26667,0.64444,15.5,8.07222,14.19444,212.5,257.10001,694.18201,163.32201,213.36,2,119.126,1,0,0,0,0,0,3,26.9171,9.2242,6792.99023,1,57
670,-120.7314,35.69666,31.641,15.55556,364.0582,10.78889,32.91667,21.85278,0.46111,15.55556,8.00833,13.84444,220.8,264.20001,670.30603,170.43401,243.84,5,185.42,1,0,0,0,0,0,3,28.5216,10.2741,7319.89893,1,110
671,-120.6783,35.695,34.07,15.55556,320.3956,11.6,33.06667,22.33333,0.60555,15.5,8.05278,14.28056,210.7,257.5,685.79999,163.32201,213.36,2,185.42,1,0,0,0,0,0,3,26.4353,5.6932,5829.06006,1,43
672,-120.6618,35.72055,37.257,15.55556,288.77261,11.94444,33.30556,22.625,0.73888,15.43889,8.08889,14.53611,204.10001,255.5,702.56403,156.21001,243.84,5,185.42,1,0,0,0,0,0,3,28.1156,9.4966,7062.06006,1,86
673,-120.5123,35.715,45.974,14.93333,281.3558,13.05556,33.72222,23.38889,1.13333,15.25556,8.19444,15.19444,184.60001,250,723.90002,133.35001,365.76001,2,137.668,1,0,0,0,0,0,3,28.4264,9.6691,7148.12793,1,37
674,-120.5323,35.67055,41.32,14.84444,278.13,12.5,33.43889,22.96944,1.11111,15.27778,8.19444,14.775,191.60001,250,704.84998,142.24001,304.79999,2,137.668,1,0,0,0,0,0,3,28.6263,8.9553,7018.5918,1,72
675,-120.7369,35.64222,26.299,15,428.24402,11.38889,33.05556,22.22222,0.55555,15.55556,8.05556,14.16667,205,255,660.40002,165.10001,396.23999,4,119.126,1,0,0,0,0,0,2,26.9526,5.7875,5941.73877,1,12
676,-120.7382,35.65,26.935,15.13889,419.07462,10.15556,32.7,21.42778,0.2,15.55556,7.87778,13.55,220.8,262.5,624.84003,177.8,396.23999,3,119.126,4,0,0,0,0,0,3,27.654,5.285,5957.59717,1,18
677,-120.7369,35.64222,26.299,15,428.24402,10,32.68333,21.34167,0.2,15.55556,7.87778,13.46389,220,260,609.59998,177.8,457.20001,0,119.126,1,0,0,0,0,0,3,27.5517,14.9617,8242.67773,1,0
678,-120.7059,35.62888,26.845,14.93333,397.33218,10.18333,32.68333,21.43333,0.22222,15.55556,7.88889,13.54444,215,255,609.59998,177.8,365.76001,3,119.126,3,0,0,0,0,0,3,21.5529,1.9523,3512.87207,0,0
679,-120.741,35.62333,24.291,14.86111,462.73721,9.83889,32.58333,21.21111,0.11111,15.55556,7.83333,13.37778,218.7,256.20001,599.948,179.578,381,3,119.126,1,0,0,0,0,0,3,28.5737,12.5805,7866.8252,0,0
680,-120.7004,35.61555,26.022,14.88333,398.14502,10.18333,32.68333,21.43333,0.22222,15.55556,7.88889,13.54444,210,250,609.59998,175.76801,304.79999,3,185.42,3,0,0,0,0,0,3,28.1315,7.6172,6608.90918,0,0
681,-120.6962,35.60833,25.647,14.77222,393.7254,10,32.56667,21.28333,0.22222,15.55556,7.88889,13.39444,206.2,248.60001,609.59998,175.76801,289.56,3,185.42,1,0,0,0,0,0,3,26.517,3.9577,5420.39502,1,37
682,-120.6756,35.60666,26.845,14.72222,372.44022,10.11111,32.61111,21.36111,0.23333,15.55556,7.89444,13.46667,203,248,601.97998,175.25999,259.07999,3,185.42,1,0,0,0,0,0,3,28.5755,10.6339,7411.98193,1,118
683,-120.6728,35.59388,26.207,14.64444,374.52301,10.22222,32.66667,21.44444,0.24444,15.55556,7.9,13.54444,200,247.2,594.10602,175.76801,228.60001,2,185.42,1,0,0,0,0,0,3,28.4367,9.6026,7141.95801,1,6
684,-120.6749,35.60444,26.755,14.74444,372.5672,10.47222,32.68333,21.57778,0.24444,15.55556,7.9,13.67778,205,248.60001,609.59998,174.244,243.84,2,185.42,1,0,0,0,0,0,3,28.4262,8.6113,6902.22803,1,50
685,-120.6756,35.60666,26.845,14.74444,372.44022,10.47222,32.68333,21.57778,0.24444,15.55556,7.9,13.67778,205,248.60001,609.59998,174.244,350.51999,3,185.42,1,0,0,0,0,0,3,28.8337,10.7894,7490.08984,1,36
686,-120.6239,35.65444,33.928,15.11111,308.05121,11.38889,33.02778,22.20833,0.55555,15.51111,8.03333,14.175,203.5,258.29999,655.06598,164.084,243.84,2,185.42,1,0,0,0,0,0,3,28.4253,8.5899,6897.19482,1,91
687,-120.615,35.61111,31.334,14.83333,331.82559,11.11111,32.88334,21.99722,0.48888,15.44444,7.96667,14.03056,193.7,250,628.65002,161.54401,274.32001,5,185.42,1,0,0,0,0,0,3,28.2854,12.3513,7768.77783,1,45
688,-120.5964,35.59277,31.946,14.74444,349.37701,11.11111,32.88334,21.99722,0.55555,15.42778,7.99167,14.00556,187.5,248.3,640.08002,152.39999,274.32001,5,137.668,1,0,0,0,0,0,3,27.9797,6.7234,6367.13623,1,86
689,-120.6632,35.58444,26.114,14.54444,374.52301,10,32.56667,21.28333,0.13888,15.55556,7.84722,13.43611,200,247.2,590.54999,173.48199,274.32001,5,185.42,1,0,0,0,0,0,3,28.5253,8.9565,7001.89209,1,116
690,-120.6549,35.65666,32.172,15.21111,328.72681,11.35556,33.02778,22.19167,0.55555,15.55556,8.05556,14.13611,209.3,258.29999,655.06598,166.87801,243.84,2,185.42,1,0,0,0,0,0,3,28.4484,8.8878,6972.82813,1,47
691,-120.6232,35.62222,31.641,14.88333,324.66278,11.11111,32.88334,21.99722,0.48888,15.55556,8.02222,13.975,200,252.7,628.65002,168.14799,304.79999,3,185.42,1,0,0,0,0,0,3,28.2906,9.6275,7121.18018,1,57
692,-120.5853,35.58444,32.172,14.69444,358.95279,11.11111,32.88334,21.99722,0.47222,15.42778,7.95,14.04722,183.3,246.8,628.65002,152.39999,335.28,3,137.668,1,0,0,0,0,0,3,28.1573,6.7613,6406.99414,1,31
693,-120.5041,35.63722,41.553,14.77778,286.38498,12.37778,33.33333,22.85556,1.11111,15.26667,8.18889,14.66667,188.8,248.39999,695.198,118.618,304.79999,5,137.668,1,0,0,0,0,0,3,27.178,9.3885,6874.44824,1,66
694,-120.5475,35.61388,36.866,14.68333,304.927,11.74444,33.10556,22.425,0.83333,15.38889,8.11111,14.31389,187.5,251.89999,670.30603,135.382,365.76001,5,137.668,1,0,0,0,0,0,3,27.6169,6.6722,6282.35693,1,51
695,-120.5103,35.595,38.471,14.69444,312.1152,12.22222,33.14444,22.68333,1.11111,15.26111,8.18611,14.49722,179.10001,248,685.79999,101.6,365.76001,2,137.668,1,0,0,0,0,0,3,28.3067,7.6763,6652.84424,1,69
696,-120.5778,35.59666,33.498,14.63333,340.487,11.42778,33,22.21389,0.63333,15.38889,8.01111,14.20278,187.5,248.3,647.70001,127,289.56,3,176.53,1,0,0,0,0,0,3,28.3316,11.5702,7593.04199,1,94
697,-120.7252,35.52055,17.317,13.55556,521.74139,8.88889,31.29445,20.09167,-1.11111,14.07222,6.48056,13.61111,200,250,533.40002,169.418,365.76001,4,119.126,1,0,0,0,0,0,2,27.6828,6.7086,6302.89697,0,0
698,-120.7438,35.57666,20.156,14.21667,522.24945,9.52222,32.33333,20.92778,-0.44444,15.55556,7.55556,13.37222,208.3,248.7,552.45001,173.48199,335.28,3,119.126,3,0,0,0,0,0,3,28.1579,6.7644,6407.82715,1,34
699,-120.7327,35.52444,17.035,13.55556,533.67938,8.88889,31.29445,20.09167,-1.11111,14.07222,6.48056,13.61111,200,250,533.40002,169.418,365.76001,3,119.126,4,0,0,0,0,0,3,25.7803,2.8453,4983.88477,0,0
700,-120.7162,35.51333,18.001,13.33333,513.76581,8.88889,31.29445,20.09167,-1.11111,14.11111,6.5,13.59167,191.60001,250,533.40002,165.10001,320.04001,3,119.126,1,0,0,0,0,0,3,27.8884,13.6503,8001.71387,0,0
701,-120.7258,35.51277,17.176,13.33333,530.70758,8.88889,31.29445,20.09167,-1.11111,14.08333,6.48611,13.60556,200,262.5,533.40002,177.8,411.48001,3,119.126,1,0,0,0,0,0,3,26.8689,3.971,5487.10889,0,0
702,-120.6466,35.55888,26.022,14.44444,391.51559,9.77222,32.55,21.16111,0,15.53333,7.76667,13.39444,183.3,244.7,571.5,152.39999,335.28,2,185.42,1,0,0,0,0,0,3,27.492,5.3082,5934.76416,1,115
703,-120.6294,35.50944,24.49,14.27778,436.5498,9.61111,32.5,21.05556,0,15.52778,7.76389,13.29167,182,244,571.5,152.39999,365.76001,5,119.126,1,0,0,0,0,0,3,28.7808,8.7877,7003.09814,0,0
704,-120.6535,35.54388,24.49,14.16667,411.20059,9.44444,32.44444,20.94444,0,15.51667,7.75833,13.18611,181.2,243.7,571.5,152.39999,30.48,2,185.42,1,0,0,0,0,0,3,27.7734,8.3883,6739.40576,1,122
705,-120.6597,35.535,23.481,14.16667,426.79617,9.32778,32.44444,20.88611,-0.55555,14.95556,7.2,13.68611,181.2,243.7,552.45001,135.382,274.32001,5,185.42,1,0,0,0,0,0,3,28.5172,8.6755,6932.38721,1,29
706,-120.6122,35.52944,26.935,14.44444,413.94382,10,32.55,21.275,0,15.06111,7.53056,13.74444,175,242.10001,584.20001,101.6,396.23999,4,119.126,1,0,0,0,0,0,3,28.8872,9.1256,7101.61914,1,125
707,-120.6274,35.51,24.686,13.88889,435.0766,9.44444,32.33333,20.88889,-0.74444,15.2,7.22778,13.66111,175,242.5,552.45001,101.6,365.76001,2,119.126,1,0,0,0,0,0,3,28.2496,6.808,6434.16602,1,29
708,-120.6639,35.56055,24.49,14.44444,394.8938,9.77222,32.45,21.11111,0,15.55556,7.77778,13.33333,191.60001,246,571.5,172.72,289.56,3,185.42,1,0,0,0,0,0,3,26.5236,3.9727,5425.66992,0,0
709,-120.6487,35.54277,24.784,14.16667,410.20999,9.44444,32.44444,20.94444,0,15.51667,7.75833,13.18611,181.2,243.7,571.5,152.39999,381,3,185.42,1,0,0,0,0,0,3,26.7814,3.9654,5469.94189,0,0
710,-120.5523,35.58277,34.494,14.63333,348.38638,11.47778,33,22.23889,0.73888,15.34444,8.04167,14.19722,181.2,246.60001,647.70001,101.6,304.79999,5,176.53,1,0,0,0,0,0,3,27.4022,5.2936,5915.37793,1,73
711,-120.5234,35.54,34.633,14.55,357.1748,11.74444,32.82222,22.28333,0.66666,15.08333,7.875,14.40833,175,239.7,628.65002,101.6,350.51999,3,176.53,1,0,0,0,0,0,3,28.7583,9.0672,7066.35205,1,55
712,-120.5619,35.51444,30.314,14.21667,396.26538,11.11111,32.56667,21.83889,0,15.21111,7.60556,14.23333,175,239.39999,584.20001,101.6,426.72,3,119.126,1,0,0,0,0,0,3,28.972,9.1677,7125.62695,1,44
713,-120.522,35.53666,34.633,14.49444,357.6828,11.74444,32.8,22.27222,0.55555,15.13889,7.84722,14.425,175,238.8,628.65002,101.6,335.28,2,176.53,1,0,0,0,0,0,3,28.342,9.7035,7143.63623,1,55
