"VelocidadViento","Humedad","Temperatura","DiaFestivo","DiaSemana","DiaNoLaborable","Estacion","Clima","Fecha","Año","Mes","Hora","Total"
0.2836,0.68,0.54,0,2,1,2,2,"2011-04-12",0,4,6,60
0.194,0.82,0.42,0,2,1,2,2,"2011-04-12",0,4,21,88
0.3284,0.94,0.4,0,3,1,2,3,"2011-04-13",0,4,3,10
0.194,0.94,0.38,0,3,1,2,3,"2011-04-13",0,4,8,168
0.194,0.67,0.42,0,3,1,2,1,"2011-04-13",0,4,22,101
0.1343,0.76,0.38,0,4,1,2,1,"2011-04-14",0,4,0,26
0.2239,0.76,0.38,0,4,1,2,1,"2011-04-14",0,4,1,15
0.0896,0.76,0.34,0,4,1,2,1,"2011-04-14",0,4,5,15
0,0.28,0.6,0,4,1,2,1,"2011-04-14",0,4,17,389
0,0.3,0.56,0,4,1,2,1,"2011-04-14",0,4,18,345
0,0.76,0.4,1,5,0,2,1,"2011-04-15",0,4,3,6
0.194,0.55,0.5,1,5,0,2,1,"2011-04-15",0,4,10,126
0.3881,0.63,0.5,1,5,0,2,2,"2011-04-15",0,4,17,332
0.2985,0.76,0.4,1,5,0,2,2,"2011-04-15",0,4,21,104
0.2836,0.87,0.36,0,6,0,2,2,"2011-04-16",0,4,1,38
0.2239,0.87,0.36,0,6,0,2,2,"2011-04-16",0,4,4,7
0.3284,0.82,0.4,0,6,0,2,3,"2011-04-16",0,4,6,14
0.5821,0.83,0.52,0,6,0,2,3,"2011-04-16",0,4,14,66
0.4179,0.94,0.52,0,6,0,2,2,"2011-04-16",0,4,19,77
0.2836,0.77,0.44,0,6,0,2,2,"2011-04-16",0,4,23,39
0.1642,0.71,0.36,0,0,0,2,1,"2011-04-17",0,4,5,3
0.3582,0.3,0.54,0,0,0,2,1,"2011-04-17",0,4,16,346
0.3881,0.3,0.56,0,0,0,2,1,"2011-04-17",0,4,18,278
0,0.63,0.46,0,1,1,2,1,"2011-04-18",0,4,7,175
0,0.63,0.46,0,1,1,2,1,"2011-04-18",0,4,8,300
0.194,0.43,0.6,0,1,1,2,2,"2011-04-18",0,4,15,178
0.1045,1,0.4,0,3,1,2,1,"2011-04-20",0,4,4,13
0.1045,0.32,0.68,0,3,1,2,1,"2011-04-20",0,4,20,231
0.3284,0.4,0.6,0,3,1,2,1,"2011-04-20",0,4,23,97
0.5522,0.54,0.42,0,4,1,2,2,"2011-04-21",0,4,5,19
0.3284,0.33,0.48,0,4,1,2,1,"2011-04-21",0,4,13,179
0.2836,0.25,0.5,0,4,1,2,1,"2011-04-21",0,4,18,453
0.2985,0.53,0.36,0,5,1,2,1,"2011-04-22",0,4,2,11
0.194,0.62,0.36,0,5,1,2,2,"2011-04-22",0,4,10,136
0.2836,0.73,0.6,0,6,0,2,1,"2011-04-23",0,4,16,433
0.3284,0.73,0.6,0,6,0,2,1,"2011-04-23",0,4,17,390
0.0896,0.94,0.5,0,0,0,2,1,"2011-04-24",0,4,4,12
0.0896,0.94,0.5,0,0,0,2,1,"2011-04-24",0,4,5,17
0.2537,0.88,0.56,0,0,0,2,1,"2011-04-24",0,4,9,181
0.2537,0.65,0.68,0,0,0,2,1,"2011-04-24",0,4,12,395
0.3881,0.48,0.74,0,0,0,2,1,"2011-04-24",0,4,16,366
0.2836,0.83,0.6,0,0,0,2,3,"2011-04-24",0,4,20,109
0.1642,0.94,0.54,0,0,0,2,3,"2011-04-24",0,4,21,66
0.0896,1,0.54,0,1,1,2,1,"2011-04-25",0,4,1,17
0.1045,0.88,0.56,0,1,1,2,1,"2011-04-25",0,4,8,358
0.2239,0.65,0.7,0,1,1,2,1,"2011-04-25",0,4,13,207
0.2239,0.54,0.72,0,1,1,2,1,"2011-04-25",0,4,14,152
0.2985,0.54,0.7,0,1,1,2,1,"2011-04-25",0,4,17,528
0.2836,0.88,0.54,0,2,1,2,1,"2011-04-26",0,4,3,29
0.2537,0.83,0.56,0,2,1,2,1,"2011-04-26",0,4,4,7
0.2239,0.88,0.56,0,2,1,2,1,"2011-04-26",0,4,6,85
0.2985,0.83,0.58,0,2,1,2,1,"2011-04-26",0,4,7,273
0.3582,0.73,0.64,0,2,1,2,1,"2011-04-26",0,4,9,202
0.3284,0.58,0.72,0,2,1,2,1,"2011-04-26",0,4,14,156
0.4179,0.73,0.64,0,2,1,2,1,"2011-04-26",0,4,19,330
0.2239,0.83,0.6,0,3,1,2,1,"2011-04-27",0,4,0,29
0.2836,0.83,0.62,0,3,1,2,2,"2011-04-27",0,4,10,95
0.3881,0.7,0.7,0,3,1,2,1,"2011-04-27",0,4,16,225
0.2985,0.83,0.62,0,4,1,2,1,"2011-04-28",0,4,14,147
0.3582,0.47,0.64,0,4,1,2,1,"2011-04-28",0,4,17,463
0.3582,0.47,0.64,0,4,1,2,1,"2011-04-28",0,4,18,533
0.1642,0.45,0.54,0,4,1,2,1,"2011-04-28",0,4,22,154
0.0896,0.59,0.46,0,5,1,2,1,"2011-04-29",0,4,3,7
0.1343,0.51,0.46,0,5,1,2,1,"2011-04-29",0,4,4,11
0.1343,0.47,0.46,0,5,1,2,1,"2011-04-29",0,4,5,29
0.2836,0.45,0.5,0,5,1,2,1,"2011-04-29",0,4,6,75
0.2836,0.37,0.56,0,5,1,2,1,"2011-04-29",0,4,12,227
0.3881,0.45,0.52,0,5,1,2,2,"2011-04-29",0,4,17,515
0.1642,0.58,0.42,0,5,1,2,1,"2011-04-29",0,4,22,148
0.3881,0.54,0.4,0,6,0,2,1,"2011-04-30",0,4,7,51
0.3881,0.44,0.48,0,6,0,2,1,"2011-04-30",0,4,10,287
0.1343,0.43,0.54,0,6,0,2,1,"2011-04-30",0,4,19,393
0.0896,0.82,0.4,0,0,0,2,1,"2011-05-01",0,5,5,14
0.0896,0.77,0.42,0,0,0,2,2,"2011-05-01",0,5,7,41
0.1045,0.77,0.48,0,0,0,2,2,"2011-05-01",0,5,12,285
0.2537,0.82,0.48,0,0,0,2,2,"2011-05-01",0,5,17,200
0.194,0.77,0.46,0,0,0,2,1,"2011-05-01",0,5,23,151
0.194,0.65,0.66,0,1,1,2,1,"2011-05-02",0,5,17,542
0.194,0.65,0.64,0,1,1,2,2,"2011-05-02",0,5,18,522
0.1343,0.69,0.62,0,1,1,2,2,"2011-05-02",0,5,20,223
0,0.73,0.6,0,1,1,2,2,"2011-05-02",0,5,22,131
0.194,0.83,0.56,0,1,1,2,2,"2011-05-02",0,5,23,67
0.2537,0.78,0.56,0,2,1,2,2,"2011-05-03",0,5,2,12
0.2239,0.88,0.52,0,2,1,2,1,"2011-05-03",0,5,4,7
0.2239,0.88,0.54,0,2,1,2,2,"2011-05-03",0,5,7,271
0.3582,0.78,0.6,0,2,1,2,2,"2011-05-03",0,5,9,191
0.4478,0.58,0.7,0,2,1,2,2,"2011-05-03",0,5,15,158
0.194,0.61,0.66,0,2,1,2,1,"2011-05-03",0,5,20,297
0.3881,0.6,0.58,0,2,1,2,2,"2011-05-03",0,5,22,117
0.3284,0.68,0.56,0,2,1,2,2,"2011-05-03",0,5,23,64
0.5224,0.88,0.42,0,3,1,2,3,"2011-05-04",0,5,3,4
0.4478,0.59,0.46,0,3,1,2,2,"2011-05-04",0,5,13,147
0.4627,0.45,0.5,0,3,1,2,1,"2011-05-04",0,5,16,197
0.2537,0.67,0.42,0,3,1,2,1,"2011-05-04",0,5,18,399
0.4179,0.24,0.58,0,4,1,2,1,"2011-05-05",0,5,16,273
0.194,0.39,0.48,0,4,1,2,1,"2011-05-05",0,5,22,169
0.3284,0.4,0.58,0,5,1,2,1,"2011-05-06",0,5,13,255
0.4478,0.4,0.6,0,5,1,2,1,"2011-05-06",0,5,14,215
0.3881,0.38,0.6,0,5,1,2,1,"2011-05-06",0,5,15,268
0.3582,0.4,0.58,0,5,1,2,1,"2011-05-06",0,5,17,559
0.3582,0.52,0.54,0,5,1,2,3,"2011-05-06",0,5,18,474
0.1343,0.82,0.44,0,5,1,2,1,"2011-05-06",0,5,23,126
0.1045,0.82,0.4,0,6,0,2,1,"2011-05-07",0,5,4,7
0,0.59,0.48,0,6,0,2,1,"2011-05-07",0,5,7,46
0,0.43,0.56,0,6,0,2,1,"2011-05-07",0,5,11,351
0.0896,0.49,0.58,0,0,0,2,1,"2011-05-08",0,5,11,347
0.1045,0.46,0.6,0,0,0,2,1,"2011-05-08",0,5,16,390
0.2836,0.49,0.58,0,0,0,2,3,"2011-05-08",0,5,17,357
0.0896,0.82,0.46,0,1,1,2,1,"2011-05-09",0,5,0,60
0.2537,0.63,0.48,0,1,1,2,1,"2011-05-09",0,5,7,238
0.194,0.49,0.54,0,1,1,2,1,"2011-05-09",0,5,20,243
0.194,0.54,0.44,0,2,1,2,1,"2011-05-10",0,5,3,9
0.2537,0.62,0.42,0,2,1,2,1,"2011-05-10",0,5,4,9
0.1343,0.67,0.42,0,2,1,2,1,"2011-05-10",0,5,6,120
0.2239,0.43,0.6,0,2,1,2,1,"2011-05-10",0,5,19,441
0.1343,0.88,0.46,0,3,1,2,1,"2011-05-11",0,5,5,22
0.1343,0.72,0.52,0,3,1,2,1,"2011-05-11",0,5,9,207
0.0896,0.64,0.56,0,3,1,2,1,"2011-05-11",0,5,11,145
0,0.88,0.44,0,4,1,2,1,"2011-05-12",0,5,6,118
0.2239,0.61,0.62,0,4,1,2,2,"2011-05-12",0,5,14,195
0.1642,0.83,0.52,0,5,1,2,2,"2011-05-13",0,5,0,59
0.1343,0.88,0.5,0,5,1,2,3,"2011-05-13",0,5,6,85
0.194,0.88,0.52,0,5,1,2,2,"2011-05-13",0,5,12,229
0.1642,0.88,0.52,0,5,1,2,3,"2011-05-13",0,5,18,399
0.194,0.83,0.52,0,5,1,2,2,"2011-05-13",0,5,19,277
0.1343,0.88,0.5,0,6,0,2,2,"2011-05-14",0,5,0,104
0.1343,0.88,0.5,0,6,0,2,2,"2011-05-14",0,5,3,41
0.1045,0.82,0.5,0,6,0,2,2,"2011-05-14",0,5,5,16
0,0.94,0.5,0,6,0,2,3,"2011-05-14",0,5,8,94
0.0896,1,0.52,0,6,0,2,3,"2011-05-14",0,5,12,282
0.2239,0.94,0.54,0,6,0,2,3,"2011-05-14",0,5,21,60
0,1,0.52,0,0,0,2,2,"2011-05-15",0,5,0,43
0.2239,0.83,0.58,0,0,0,2,1,"2011-05-15",0,5,10,227
0.2985,0.73,0.62,0,0,0,2,1,"2011-05-15",0,5,12,371
0.2836,0.73,0.62,0,0,0,2,1,"2011-05-15",0,5,13,461
0.1045,0.83,0.56,0,0,0,2,1,"2011-05-15",0,5,19,235
0,0.88,0.54,0,0,0,2,1,"2011-05-15",0,5,20,197
0.1642,0.88,0.52,0,1,1,2,1,"2011-05-16",0,5,6,108
0.194,0.69,0.6,0,1,1,2,1,"2011-05-16",0,5,9,199
0,0.51,0.68,0,1,1,2,1,"2011-05-16",0,5,13,217
0.3284,0.61,0.62,0,2,1,2,1,"2011-05-17",0,5,16,291
0.2239,0.88,0.54,0,3,1,2,2,"2011-05-18",0,5,0,27
0.2537,0.83,0.56,0,3,1,2,3,"2011-05-18",0,5,9,203
0.2985,0.94,0.56,0,3,1,2,1,"2011-05-18",0,5,12,60
0.1343,0.88,0.56,0,3,1,2,3,"2011-05-18",0,5,19,336
0,0.88,0.52,0,3,1,2,1,"2011-05-18",0,5,21,90
0,0.83,0.52,0,3,1,2,1,"2011-05-18",0,5,22,122
0,0.94,0.5,0,4,1,2,2,"2011-05-19",0,5,6,103
0.1642,0.78,0.56,0,4,1,2,1,"2011-05-19",0,5,15,195
0.1642,0.78,0.56,0,4,1,2,1,"2011-05-19",0,5,17,555
0.1642,0.55,0.6,0,4,1,2,1,"2011-05-19",0,5,18,518
0.2836,0.77,0.54,0,4,1,2,1,"2011-05-19",0,5,20,283
0.2836,0.77,0.54,0,4,1,2,1,"2011-05-19",0,5,21,213
0,1,0.44,0,5,1,2,1,"2011-05-20",0,5,3,11
0,0.68,0.54,0,5,1,2,1,"2011-05-20",0,5,8,521
0.2836,0.56,0.6,0,5,1,2,3,"2011-05-20",0,5,13,234
0.1045,0.88,0.46,0,6,0,2,1,"2011-05-21",0,5,5,9
0.2239,0.64,0.6,0,6,0,2,1,"2011-05-21",0,5,9,229
0.0896,0.73,0.6,0,0,0,2,1,"2011-05-22",0,5,8,99
0.2537,0.58,0.7,0,0,0,2,1,"2011-05-22",0,5,17,308
0.194,0.73,0.62,0,0,0,2,1,"2011-05-22",0,5,21,138
0.1642,0.88,0.56,0,1,1,2,3,"2011-05-23",0,5,2,6
0.4179,0.58,0.74,0,1,1,2,2,"2011-05-23",0,5,13,208
0.4478,0.62,0.72,0,1,1,2,2,"2011-05-23",0,5,15,181
0.2239,0.94,0.62,0,1,1,2,1,"2011-05-23",0,5,22,133
0.1642,0.94,0.6,0,2,1,2,2,"2011-05-24",0,5,1,16
0.194,0.78,0.64,0,2,1,2,3,"2011-05-24",0,5,7,318
0.3284,0.61,0.7,0,2,1,2,1,"2011-05-24",0,5,10,113
0.2239,0.51,0.74,0,2,1,2,1,"2011-05-24",0,5,11,177
0.4179,0.55,0.74,0,2,1,2,3,"2011-05-24",0,5,15,189
0.194,0.69,0.66,0,2,1,2,1,"2011-05-24",0,5,16,281
0.1045,0.61,0.7,0,2,1,2,1,"2011-05-24",0,5,17,551
0.1045,1,0.54,0,3,1,2,1,"2011-05-25",0,5,4,3
0.1642,0.55,0.74,0,3,1,2,1,"2011-05-25",0,5,14,171
0.0896,0.88,0.6,0,4,1,2,1,"2011-05-26",0,5,3,7
0,0.88,0.6,0,4,1,2,1,"2011-05-26",0,5,4,3
0.3284,0.59,0.78,0,4,1,2,1,"2011-05-26",0,5,12,196
0.2239,0.61,0.68,0,5,1,2,1,"2011-05-27",0,5,2,24
0.0896,0.69,0.64,0,5,1,2,1,"2011-05-27",0,5,6,84
0.3284,0.55,0.74,0,5,1,2,2,"2011-05-27",0,5,11,168
0.2537,0.78,0.6,0,5,1,2,3,"2011-05-27",0,5,19,282
0.2239,0.73,0.62,0,5,1,2,2,"2011-05-27",0,5,20,149
0.1343,0.88,0.58,0,6,0,2,1,"2011-05-28",0,5,0,101
0.194,0.94,0.56,0,6,0,2,1,"2011-05-28",0,5,2,51
0.2239,0.65,0.7,0,6,0,2,1,"2011-05-28",0,5,11,351
0.2239,0.65,0.7,0,6,0,2,1,"2011-05-28",0,5,20,203
0.2239,0.78,0.66,0,6,0,2,1,"2011-05-28",0,5,22,165
0.2836,0.74,0.72,0,0,0,2,1,"2011-05-29",0,5,18,332
0.194,0.79,0.7,0,0,0,2,1,"2011-05-29",0,5,20,219
0.194,0.94,0.64,1,1,0,2,1,"2011-05-30",0,5,3,25
0,0.39,0.88,1,1,0,2,1,"2011-05-30",0,5,14,329
0.0896,0.83,0.66,0,2,1,2,1,"2011-05-31",0,5,4,8
0.1343,0.56,0.82,0,2,1,2,1,"2011-05-31",0,5,10,109
0.1045,0.66,0.76,0,2,1,2,1,"2011-05-31",0,5,21,214
0.0896,0.79,0.72,0,2,1,2,1,"2011-05-31",0,5,23,67
0.2537,0.84,0.7,0,3,1,2,1,"2011-06-01",0,6,1,19
0.194,0.89,0.68,0,3,1,2,1,"2011-06-01",0,6,3,14
0.1642,0.79,0.7,0,3,1,2,2,"2011-06-01",0,6,7,290
0.2537,0.75,0.76,0,3,1,2,2,"2011-06-01",0,6,10,122
0.2985,0.47,0.86,0,3,1,2,1,"2011-06-01",0,6,17,492
0.2537,0.79,0.74,0,3,1,2,2,"2011-06-01",0,6,20,260
0.1343,0.39,0.66,0,4,1,2,1,"2011-06-02",0,6,6,117
0.3582,0.26,0.72,0,4,1,2,1,"2011-06-02",0,6,9,228
0.3582,0.24,0.8,0,4,1,2,1,"2011-06-02",0,6,13,206
0.2239,0.43,0.56,0,5,1,2,1,"2011-06-03",0,6,2,17
0.3582,0.48,0.52,0,5,1,2,1,"2011-06-03",0,6,5,32
0.2836,0.27,0.66,0,5,1,2,1,"2011-06-03",0,6,12,264
0.0896,0.59,0.52,0,6,0,2,1,"2011-06-04",0,6,4,16
0,0.56,0.56,0,6,0,2,1,"2011-06-04",0,6,7,90
0.2239,0.33,0.74,0,6,0,2,1,"2011-06-04",0,6,14,454
0.1045,0.47,0.66,0,6,0,2,2,"2011-06-04",0,6,21,187
0.1642,0.61,0.64,0,0,0,2,2,"2011-06-05",0,6,1,101
0.2537,0.73,0.6,0,0,0,2,2,"2011-06-05",0,6,7,29
0.194,0.78,0.6,0,0,0,2,2,"2011-06-05",0,6,9,165
0.0896,0.73,0.62,0,0,0,2,2,"2011-06-05",0,6,10,255
0.1045,0.69,0.64,0,0,0,2,2,"2011-06-05",0,6,11,340
0.1045,0.65,0.66,0,0,0,2,1,"2011-06-05",0,6,13,373
0,0.51,0.74,0,0,0,2,1,"2011-06-05",0,6,17,394
0.194,0.69,0.66,0,0,0,2,1,"2011-06-05",0,6,20,283
0.1045,0.94,0.56,0,1,1,2,1,"2011-06-06",0,6,4,15
0.2239,0.51,0.72,0,1,1,2,1,"2011-06-06",0,6,10,101
0.194,0.29,0.8,0,1,1,2,1,"2011-06-06",0,6,15,166
0.0896,0.69,0.64,0,1,1,2,1,"2011-06-06",0,6,23,61
0.0896,0.73,0.6,0,2,1,2,1,"2011-06-07",0,6,3,8
0.1045,0.74,0.66,0,3,1,2,1,"2011-06-08",0,6,7,359
0.1642,0.75,0.76,0,3,1,2,1,"2011-06-08",0,6,22,184
0.1045,0.84,0.72,0,4,1,2,2,"2011-06-09",0,6,3,4
0.1642,0.31,0.94,0,4,1,2,1,"2011-06-09",0,6,15,109
0.3284,0.39,0.84,0,4,1,2,2,"2011-06-09",0,6,19,330
0,0.52,0.76,0,4,1,2,3,"2011-06-09",0,6,21,176
0.1642,0.78,0.66,0,5,1,2,1,"2011-06-10",0,6,4,9
0,0.46,0.82,0,5,1,2,1,"2011-06-10",0,6,11,156
0.1045,0.44,0.84,0,5,1,2,1,"2011-06-10",0,6,15,218
0.2985,0.56,0.82,0,5,1,2,1,"2011-06-10",0,6,16,289
0.2239,0.59,0.8,0,5,1,2,1,"2011-06-10",0,6,18,468
0.194,0.59,0.78,0,5,1,2,1,"2011-06-10",0,6,19,310
0.0896,0.79,0.7,0,6,0,2,1,"2011-06-11",0,6,1,78
0.2239,0.74,0.66,0,6,0,2,1,"2011-06-11",0,6,21,223
0.2239,0.78,0.66,0,0,0,2,1,"2011-06-12",0,6,0,126
0.2836,0.89,0.64,0,0,0,2,1,"2011-06-12",0,6,3,30
0.1642,0.88,0.62,0,0,0,2,1,"2011-06-12",0,6,4,18
0,0.46,0.82,0,0,0,2,1,"2011-06-12",0,6,12,427
0.2836,0.59,0.78,0,0,0,2,1,"2011-06-12",0,6,13,376
0.1045,0.74,0.7,0,0,0,2,1,"2011-06-12",0,6,19,226
0.2985,0.64,0.56,0,1,1,2,1,"2011-06-13",0,6,4,9
0.3881,0.64,0.54,0,1,1,2,1,"2011-06-13",0,6,5,32
0.4179,0.37,0.7,0,1,1,2,1,"2011-06-13",0,6,16,329
0.194,0.46,0.62,0,1,1,2,1,"2011-06-13",0,6,23,95
0.3881,0.49,0.58,0,2,1,2,1,"2011-06-14",0,6,8,489
0.3582,0.41,0.64,0,2,1,2,1,"2011-06-14",0,6,12,173
0.2239,0.63,0.52,0,3,1,2,1,"2011-06-15",0,6,2,15
0.2537,0.63,0.5,0,3,1,2,1,"2011-06-15",0,6,6,123
0.1045,0.28,0.74,0,3,1,2,1,"2011-06-15",0,6,17,643
0.1642,0.44,0.66,0,3,1,2,1,"2011-06-15",0,6,20,330
0.194,0.58,0.7,0,5,1,2,1,"2011-06-17",0,6,10,176
0.2836,0.62,0.74,0,5,1,2,1,"2011-06-17",0,6,13,210
0.1642,0.45,0.76,0,5,1,2,1,"2011-06-17",0,6,16,358
0.2537,0.83,0.64,0,5,1,2,3,"2011-06-17",0,6,19,333
0.1343,0.83,0.62,0,5,1,2,1,"2011-06-17",0,6,23,181
0.1343,0.78,0.64,0,6,0,2,1,"2011-06-18",0,6,7,57
0.0896,0.66,0.74,0,6,0,2,1,"2011-06-18",0,6,12,426
0.2836,0.46,0.8,0,6,0,2,2,"2011-06-18",0,6,14,340
0.2239,0.52,0.76,0,6,0,2,2,"2011-06-18",0,6,16,474
0,0.62,0.72,0,6,0,2,2,"2011-06-18",0,6,23,154
0.1642,0.78,0.66,0,0,0,2,2,"2011-06-19",0,6,7,76
0.1045,0.61,0.7,0,0,0,2,2,"2011-06-19",0,6,10,250
0.1045,0.58,0.74,0,0,0,2,3,"2011-06-19",0,6,14,317
0.1045,0.55,0.74,0,0,0,2,2,"2011-06-19",0,6,15,367
0,0.48,0.76,0,0,0,2,2,"2011-06-19",0,6,16,384
0.1343,0.62,0.72,0,0,0,2,1,"2011-06-19",0,6,19,316
0.1642,0.83,0.66,0,1,1,2,1,"2011-06-20",0,6,0,28
0.194,0.88,0.56,0,1,1,2,3,"2011-06-20",0,6,7,50
0.1045,0.78,0.6,0,1,1,2,2,"2011-06-20",0,6,11,94
0.1343,0.61,0.66,0,1,1,2,1,"2011-06-20",0,6,15,208
0,0.54,0.7,0,1,1,2,1,"2011-06-20",0,6,17,568
0.1642,0.73,0.64,0,1,1,2,1,"2011-06-20",0,6,21,209
0.1343,0.88,0.6,0,2,1,3,2,"2011-06-21",0,6,6,120
0.1642,0.83,0.66,0,2,1,3,1,"2011-06-21",0,6,11,173
0.2239,0.62,0.76,0,2,1,3,1,"2011-06-21",0,6,14,154
0.194,0.74,0.72,0,2,1,3,1,"2011-06-21",0,6,21,233
0.1642,0.79,0.74,0,3,1,3,1,"2011-06-22",0,6,21,248
0.1343,0.79,0.7,0,4,1,3,2,"2011-06-23",0,6,4,9
0.1642,0.74,0.72,0,4,1,3,1,"2011-06-23",0,6,5,28
0.1343,0.66,0.76,0,4,1,3,2,"2011-06-23",0,6,10,133
0.2985,0.62,0.74,0,4,1,3,2,"2011-06-23",0,6,16,279
0.4179,0.7,0.72,0,4,1,3,1,"2011-06-23",0,6,18,541
0.194,0.74,0.7,0,4,1,3,1,"2011-06-23",0,6,21,238
0.3284,0.83,0.66,0,5,1,3,1,"2011-06-24",0,6,2,19
0.2239,0.74,0.7,0,5,1,3,1,"2011-06-24",0,6,8,468
0.2836,0.43,0.78,0,5,1,3,1,"2011-06-24",0,6,14,237
0.1343,0.51,0.68,0,5,1,3,1,"2011-06-24",0,6,23,176
0.1642,0.47,0.68,0,6,0,3,1,"2011-06-25",0,6,0,120
0.2836,0.4,0.74,0,6,0,3,1,"2011-06-25",0,6,12,397
0.2239,0.42,0.74,0,6,0,3,1,"2011-06-25",0,6,17,404
0,0.61,0.62,0,0,0,3,1,"2011-06-26",0,6,7,56
0.0896,0.54,0.66,0,0,0,3,1,"2011-06-26",0,6,9,209
0,0.51,0.7,0,0,0,3,1,"2011-06-26",0,6,22,114
0.1642,0.78,0.62,0,1,1,3,2,"2011-06-27",0,6,6,97
0.2239,0.73,0.64,0,1,1,3,2,"2011-06-27",0,6,7,266
0.0896,0.58,0.72,0,1,1,3,2,"2011-06-27",0,6,14,163
0,0.55,0.74,0,1,1,3,2,"2011-06-27",0,6,15,207
0.194,0.62,0.72,0,1,1,3,1,"2011-06-27",0,6,19,401
0,0.65,0.7,0,1,1,3,1,"2011-06-27",0,6,21,246
0,0.46,0.82,0,2,1,3,1,"2011-06-28",0,6,11,172
0.2836,0.7,0.7,0,2,1,3,1,"2011-06-28",0,6,23,85
0.2985,0.79,0.68,0,3,1,3,1,"2011-06-29",0,6,1,28
0.1642,0.3,0.82,0,3,1,3,1,"2011-06-29",0,6,15,192
0.4179,0.3,0.82,0,3,1,3,1,"2011-06-29",0,6,16,332
0.194,0.42,0.7,0,3,1,3,1,"2011-06-29",0,6,22,183
0.2537,0.64,0.58,0,4,1,3,1,"2011-06-30",0,6,5,32
0.2537,0.64,0.6,0,4,1,3,1,"2011-06-30",0,6,6,126
0.1045,0.37,0.72,0,4,1,3,1,"2011-06-30",0,6,21,326
0.1642,0.42,0.7,0,4,1,3,1,"2011-06-30",0,6,22,213
0,0.5,0.66,0,5,1,3,1,"2011-07-01",0,7,0,71
0,0.5,0.66,0,5,1,3,1,"2011-07-01",0,7,1,35
0.1642,0.61,0.7,0,0,0,3,2,"2011-07-03",0,7,1,83
0.194,0.58,0.7,0,0,0,3,1,"2011-07-03",0,7,2,74
0.0896,0.65,0.68,0,0,0,3,3,"2011-07-03",0,7,4,12
0.1045,0.62,0.76,0,0,0,3,1,"2011-07-03",0,7,11,395
0.1045,0.55,0.8,0,0,0,3,1,"2011-07-03",0,7,12,406
0.2239,0.59,0.8,0,0,0,3,1,"2011-07-03",0,7,13,421
0.1343,0.83,0.64,1,1,0,3,1,"2011-07-04",0,7,0,145
0.1045,0.74,0.7,1,1,0,3,1,"2011-07-04",0,7,8,89
0.0896,0.55,0.76,1,1,0,3,2,"2011-07-04",0,7,10,281
0.0896,0.55,0.76,1,1,0,3,2,"2011-07-04",0,7,11,354
0,0.52,0.78,1,1,0,3,2,"2011-07-04",0,7,12,449
0.2239,0.74,0.66,0,2,1,3,1,"2011-07-05",0,7,3,9
0.1642,0.69,0.66,0,2,1,3,1,"2011-07-05",0,7,4,10
0.0896,0.65,0.7,0,2,1,3,1,"2011-07-05",0,7,7,273
0.1343,0.62,0.72,0,2,1,3,1,"2011-07-05",0,7,8,437
0.1343,0.74,0.7,0,3,1,3,1,"2011-07-06",0,7,1,17
0.0896,0.66,0.74,0,3,1,3,2,"2011-07-06",0,7,12,159
0.2836,0.7,0.76,0,3,1,3,1,"2011-07-06",0,7,15,189
0.194,0.79,0.7,0,3,1,3,1,"2011-07-06",0,7,21,246
0.2239,0.83,0.68,0,3,1,3,1,"2011-07-06",0,7,23,104
0,0.62,0.78,0,4,1,3,1,"2011-07-07",0,7,10,105
0.1045,0.66,0.74,0,5,1,3,1,"2011-07-08",0,7,0,55
0.1045,0.74,0.7,0,5,1,3,1,"2011-07-08",0,7,6,108
0.2537,0.74,0.72,0,5,1,3,2,"2011-07-08",0,7,8,461
0.2836,0.66,0.78,0,5,1,3,2,"2011-07-08",0,7,13,233
0.3582,0.63,0.8,0,5,1,3,2,"2011-07-08",0,7,14,222
0.0896,0.83,0.66,0,5,1,3,1,"2011-07-08",0,7,18,321
0.194,0.78,0.66,0,5,1,3,2,"2011-07-08",0,7,22,174
0.194,0.83,0.64,0,6,0,3,2,"2011-07-09",0,7,6,42
0,0.38,0.82,0,6,0,3,1,"2011-07-09",0,7,16,419
0.1642,0.55,0.76,0,6,0,3,1,"2011-07-09",0,7,19,310
0.1642,0.58,0.74,0,6,0,3,1,"2011-07-09",0,7,21,241
0.194,0.58,0.72,0,6,0,3,1,"2011-07-09",0,7,23,144
0,0.66,0.72,0,0,0,3,1,"2011-07-10",0,7,8,93
0.2836,0.46,0.82,0,0,0,3,1,"2011-07-10",0,7,12,382
0.2836,0.39,0.84,0,0,0,3,1,"2011-07-10",0,7,15,362
0.2537,0.66,0.72,0,0,0,3,1,"2011-07-10",0,7,23,77
0.4179,0.56,0.86,0,1,1,3,1,"2011-07-11",0,7,15,149
0.3881,0.53,0.86,0,1,1,3,1,"2011-07-11",0,7,18,475
0.0896,0.79,0.7,0,2,1,3,1,"2011-07-12",0,7,1,18
0.0896,0.79,0.7,0,2,1,3,1,"2011-07-12",0,7,5,26
0.1642,0.52,0.82,0,2,1,3,1,"2011-07-12",0,7,10,128
0.2239,0.47,0.86,0,2,1,3,1,"2011-07-12",0,7,13,142
0.2985,0.47,0.86,0,2,1,3,1,"2011-07-12",0,7,18,517
0.194,0.58,0.74,0,3,1,3,1,"2011-07-13",0,7,5,29
0.1343,0.46,0.82,0,3,1,3,3,"2011-07-13",0,7,13,161
